group_type,group,predictor,outcome,points,spearman,spearman_ci95_low,spearman_ci95_high,ci95_excludes_zero
SmallMLPDigits:Adam,SmallMLPDigits:Adam,relative_update_fro_norm,delta_loss,1500,0.6534188538579525,0.6233980587630108,0.6815160314302932,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,relative_update_fro_norm,relative_loss_decrease,1500,0.6526999753104777,0.6226311231134268,0.680844182544606,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,relative_update_fro_norm,norm_rank_movement,1500,-0.16935335484520675,-0.21813640937130596,-0.11972608922406411,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,relative_update_fro_norm,norm_condition_movement,1500,-0.18721218248088967,-0.23563199240878305,-0.13786523984506405,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_grad_inner,delta_loss,1500,0.9987981967991986,0.9986700326108393,0.9989140169750912,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_grad_inner,relative_loss_decrease,1500,0.9987992776885679,0.9986712286931246,0.9989149937535373,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_grad_inner,norm_rank_movement,1500,-0.18896252309445472,-0.23734504439830267,-0.13964483781675102,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_grad_inner,norm_condition_movement,1500,-0.08679267146340956,-0.13684537468892016,-0.03629791889578604,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_grad_cosine,delta_loss,1500,-0.3850179078840878,-0.42733794414570925,-0.3410143169797391,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_grad_cosine,relative_loss_decrease,1500,-0.3846873690599378,-0.4270207413757253,-0.34067138609711745,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_grad_cosine,norm_rank_movement,1500,0.02237798043964225,-0.02830844200293364,0.07294962264474883,False
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_grad_cosine,norm_condition_movement,1500,-0.12100768609788429,-0.17061621677153144,-0.07078724739684804,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_grad_per_update_norm,delta_loss,1500,0.8853353980169805,0.8738707366530039,0.8958159047352097,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_grad_per_update_norm,relative_loss_decrease,1500,0.885763247108955,0.8743385126872201,0.8962068007150795,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_grad_per_update_norm,norm_rank_movement,1500,-0.16690081522225372,-0.21573130259146472,-0.11723763782912923,True
SmallMLPDigits:Adam,SmallMLPDigits:Adam,update_grad_per_update_norm,norm_condition_movement,1500,-0.014169907170427055,-0.06477774547253877,0.03651063260776976,False
SmallMLPDigits:Muon,SmallMLPDigits:Muon,nrUpdateFrac,delta_loss,1500,,,,False
SmallMLPDigits:Muon,SmallMLPDigits:Muon,nrUpdateFrac,relative_loss_decrease,1500,,,,False
SmallMLPDigits:Muon,SmallMLPDigits:Muon,nrUpdateFrac,norm_rank_movement,1500,,,,False
SmallMLPDigits:Muon,SmallMLPDigits:Muon,nrUpdateFrac,norm_condition_movement,1500,,,,False
SmallMLPDigits:Muon,SmallMLPDigits:Muon,stUpdateFrac,delta_loss,1500,,,,False
SmallMLPDigits:Muon,SmallMLPDigits:Muon,stUpdateFrac,relative_loss_decrease,1500,,,,False
SmallMLPDigits:Muon,SmallMLPDigits:Muon,stUpdateFrac,norm_rank_movement,1500,,,,False
SmallMLPDigits:Muon,SmallMLPDigits:Muon,stUpdateFrac,norm_condition_movement,1500,,,,False
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_flatness,delta_loss,1500,,,,False
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_flatness,relative_loss_decrease,1500,,,,False
