mode,run_id,problem_family,base_setting,setting,kappa,lr,algo,seed,final_step,final_loss,final_recovery_error,initial_loss,initial_recovery_error,total_loss_decrease,relative_loss_decrease
raw,10,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Adam,0,5,0.0113550755894564,1.1450084408646315,0.012595069754438687,1.1531162994796222,0.0012399941649822877,0.09845075804723476
equal_update,10,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Adam,0,5,0.012430345376355156,1.152028984349487,0.012595069754438687,1.1531162994796222,0.00016472437808353127,0.013078480809959785
raw,11,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Adam,1,5,0.01150462154680178,1.1657585350986133,0.012757591945778827,1.17359807729054,0.0012529703989770467,0.09821370712453487
equal_update,11,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Muon,0,5,0.012423863476095923,1.1523775966727283,0.012595069754438687,1.1531162994796222,0.0001712062783427639,0.013593118710789855
raw,12,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Adam,2,5,0.010867465797137722,1.1373962483530131,0.012096481701537817,1.145254681706576,0.0012290159044000947,0.10160110474468381
equal_update,12,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Adam,1,5,0.012591120570120037,1.1725533392323941,0.012757591945778827,1.17359807729054,0.00016647137565879017,0.013048808612652911
raw,13,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Adam,3,5,0.01100898682935605,1.1253059447056133,0.012269097258227316,1.1338721945050623,0.0012601104288712667,0.10270604286116256
equal_update,13,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Muon,1,5,0.012585906174795538,1.1729140562835525,0.012757591945778827,1.17359807729054,0.0001716857709832889,0.013457537418736417
raw,14,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Adam,4,5,0.01151006273903588,1.1481250838650099,0.012768712634677852,1.1560304324896953,0.0012586498956419709,0.098572967506816
equal_update,14,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Adam,2,5,0.011933071442498448,1.144204414161324,0.012096481701537817,1.145254681706576,0.00016341025903936907,0.013508908050395748
raw,15,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Muon,0,5,0.012423863476095923,1.1523775966727283,0.012595069754438687,1.1531162994796222,0.0001712062783427639,0.013593118710789855
equal_update,15,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Muon,2,5,0.011927402333976914,1.1445189935207338,0.012096481701537817,1.145254681706576,0.00016907936756090265,0.01397756568667464
raw,16,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Muon,1,5,0.012585906174795538,1.1729140562835525,0.012757591945778827,1.17359807729054,0.0001716857709832889,0.013457537418736417
equal_update,16,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Adam,3,5,0.012101559242345501,1.132735512246908,0.012269097258227316,1.1338721945050623,0.00016753801588181502,0.013655284684410556
raw,17,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Muon,2,5,0.011927402333976914,1.1445189935207338,0.012096481701537817,1.145254681706576,0.00016907936756090265,0.01397756568667464
equal_update,17,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Muon,3,5,0.012096003109916913,1.1331458199570414,0.012269097258227316,1.1338721945050623,0.00017309414831040253,0.014108140531230233
raw,18,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Muon,3,5,0.012096003109916913,1.1331458199570414,0.012269097258227316,1.1338721945050623,0.00017309414831040253,0.014108140531230233
equal_update,18,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Adam,4,5,0.012601521975320695,1.1549680340154147,0.012768712634677852,1.1560304324896953,0.00016719065935715677,0.01309377571103705
raw,19,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Muon,4,5,0.012594946456239797,1.155323089750162,0.012768712634677852,1.1560304324896953,0.0001737661784380548,0.013608746896388968
equal_update,19,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-04,100.0,0.0001,Muon,4,5,0.012594946456239797,1.155323089750162,0.012768712634677852,1.1560304324896953,0.0001737661784380548,0.013608746896388968
raw,20,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=3e-04,100.0,0.0003,Adam,0,10,0.00015197098732234988,0.9955403913301372,0.0001532792239327137,0.9994330499176829,1.3082366103638109e-06,0.0085349897839912
equal_update,20,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=3e-04,100.0,0.0003,Adam,0,10,0.00015296058211366,0.9984991235121514,0.0001532792239327137,0.9994330499176829,3.1864181905367985e-07,0.0020788324136711235
raw,21,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=3e-04,100.0,0.0003,Adam,1,10,0.0001590041482203253,0.9951803685664832,0.0001604720091443568,0.9995233235792307,1.4678609240315055e-06,0.00914714617121203
equal_update,21,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=3e-04,100.0,0.0003,Muon,0,10,0.00015312640501739474,0.9989761402864895,0.0001532792239327137,0.9994330499176829,1.528189153189466e-07,0.0009969969275551058
raw,22,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=3e-04,100.0,0.0003,Adam,2,10,0.00014832077152427168,0.9959420297202358,0.0001493490238905777,0.9992393357981618,1.0282523663060256e-06,0.006884895123649329
equal_update,22,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=3e-04,100.0,0.0003,Adam,1,10,0.00016014106683441125,0.9985478305392913,0.0001604720091443568,0.9995233235792307,3.3094230994555954e-07,0.0020623055180162397
raw,23,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=3e-04,100.0,0.0003,Adam,3,10,0.0001602468491980035,0.9965595829329391,0.00016144123210250178,1.0001224102346165,1.194382904498272e-06,0.007398251914603439
