split_id,split_role,split_display_name,source_warmup_steps,target_warmup_steps,score,score_family,points,spearman_score_vs_target_residual,spearman_ci95_low,spearman_ci95_high,pearson_score_vs_target_residual,pearson_ci95_low,pearson_ci95_high,top5_residual_risk_overlap_fraction,threshold_below_one_accuracy,target_observed_below_one_fraction,predicted_below_one_fraction,frozen_depth_intercept,frozen_depth_slope
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,5000,source_observed_drift_positive_control,positive_control,21,-0.012987012987012986,-0.4685257880239766,0.448007247398118,0.10147305318225079,-0.37426060539927763,0.5349225147578932,0.2,1.0,1.0,1.0,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,10000,condition_score_v2_calibrated_residual,primary_candidate,21,-0.6402597402597403,-0.8493474262802968,-0.2574932014208638,-0.8124606221071238,-0.9259786519622835,-0.564241344665948,0.0,1.0,1.0,1.0,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,10000,early_layer_prior,baseline,21,-0.8337662337662338,-0.9348514825363061,-0.6076416551958369,-0.7688106296262031,-0.9074002147137918,-0.4794121089937397,0.0,,1.0,,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,10000,legacy_scaled_jvp_ratio,baseline,21,0.6025974025974027,0.1993191900315455,0.8313240747019216,0.7599597614719602,0.46284647422298936,0.9035658523268055,1.0,1.0,1.0,1.0,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,10000,theory_sign_composite,baseline,21,-0.5909090909090908,-0.8256310661260409,-0.18182521942112542,-0.6470201622339233,-0.8525318296826422,-0.26823771960909654,0.0,,1.0,,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,5000,10000,source_observed_drift_positive_control,positive_control,21,0.06623376623376624,-0.40436915605074514,0.5091065246329476,0.1263168992910716,-0.3524134945944606,0.5526491277432554,0.2,1.0,1.0,1.0,-0.1932648029430224,0.6528654485183636
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,10000,2000,condition_score_v2_calibrated_residual,primary_candidate,21,-0.7090909090909091,-0.8810732717447274,-0.3714989785801669,-0.8263686648793416,-0.931784970692433,-0.5924179180888229,0.0,1.0,1.0,1.0,-0.1179271321515482,0.6101643131658269
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,10000,2000,early_layer_prior,baseline,21,-0.9025974025974025,-0.9626788927165866,-0.7577326794451474,-0.7608807431894689,-0.9039659140772076,-0.4645606004212494,0.0,,1.0,,-0.1179271321515482,0.6101643131658269
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,10000,2000,legacy_scaled_jvp_ratio,baseline,21,0.6103896103896104,0.2111264128566496,0.8350929349023963,0.7975513866887652,0.5346652205544478,0.9196941535751025,0.8,1.0,1.0,1.0,-0.1179271321515482,0.6101643131658269
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,10000,2000,theory_sign_composite,baseline,21,-0.6285714285714287,-0.8438056673464955,-0.23913729679226248,-0.6914161772339401,-0.8730716333925961,-0.34121932850324393,0.0,,1.0,,-0.1179271321515482,0.6101643131658269
