problem_family,base_setting,seed,source_algo,checkpoint_step,checkpoint_loss,continuation_horizon,continuation_variant,continuation_algo,continuation_lr,loss_before,loss_after,total_decrease,recovery_after,finite
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,30,switched_fresh,Muon,0.003,0.005210448609248181,1.1096433264897958e-05,0.005199352175983283,1.1299813728198291,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,30,switched_fresh,Muon,0.01,0.005210448609248181,0.00010617526857939139,0.0051042733406687895,1.129491372702065,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,30,switched_fresh,Muon,0.03,0.005210448609248181,0.0006183753170330334,0.004592073292215147,1.1380983106169837,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,30,own_fresh,Muon,0.003,0.004715298709383537,1.0903344611007201e-05,0.00470439536477253,1.1564669863731614,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,30,own_fresh,Muon,0.01,0.004715298709383537,8.9655956238466e-05,0.004625642753145071,1.154801117451683,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,30,own_fresh,Muon,0.03,0.004715298709383537,0.0005871146850293201,0.004128184024354217,1.1612306693183594,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,30,switched_fresh,Adam,0.003,0.004715298709383537,5.556109171538952e-05,0.004659737617668147,1.1111864722874392,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,30,switched_fresh,Adam,0.01,0.004715298709383537,0.00010119340652639754,0.004614105302857139,1.1403996443387896,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,30,switched_fresh,Adam,0.03,0.004715298709383537,0.0012317022559032958,0.003483596453480241,1.3902282566263002,True
MatrixSensing,Matrix sensing kappa=1e+02,1,Adam,3,0.005056093402762189,30,own_fresh,Adam,0.003,0.005056093402762189,2.902648322943808e-05,0.005027066919532751,1.1594385989070584,True
