seed,geometry,parameter,shape,gradient_nuclear_rank,update_nuclear_rank,warmup_steps
6,frobenius,layer3.0.conv2.weight,256x256x3x3,16.676034966096314,16.6762810675432,250
6,frobenius,layer3.0.downsample.0.weight,256x128x1x1,7.811382514535127,7.811457037376058,250
6,frobenius,layer3.1.conv1.weight,256x256x3x3,16.506280939961346,16.506427398899625,250
6,frobenius,layer3.1.conv2.weight,256x256x3x3,12.937612052072382,12.937774439769505,250
6,frobenius,layer4.0.conv1.weight,512x256x3x3,14.849995436731637,14.84987565534798,250
6,frobenius,layer4.0.conv2.weight,512x512x3x3,19.57356825103079,19.57315309286653,250
6,frobenius,layer4.0.downsample.0.weight,512x256x1x1,8.50082620227035,8.500973436451845,250
6,frobenius,layer4.1.conv1.weight,512x512x3x3,18.683501283327896,18.683694446115577,250
6,frobenius,layer4.1.conv2.weight,512x512x3x3,18.94698578532261,18.946872519397775,250
6,frobenius,fc.weight,100x512,9.737718614571838,9.737804344810783,250
6,spectral,conv1.weight,64x3x3x3,3.9134900470658933,26.999999999929422,250
6,spectral,layer1.0.conv1.weight,64x64x3x3,10.524914327703678,63.999999998617895,250
6,spectral,layer1.0.conv2.weight,64x64x3x3,12.689998658047358,63.999999998317435,250
6,spectral,layer1.1.conv1.weight,64x64x3x3,8.683757564765344,63.99999999829512,250
6,spectral,layer1.1.conv2.weight,64x64x3x3,9.536919696592637,63.99999999839745,250
6,spectral,layer2.0.conv1.weight,128x64x3x3,10.47150663894946,127.99999994597154,250
6,spectral,layer2.0.conv2.weight,128x128x3x3,12.734793569789815,127.99999994757538,250
6,spectral,layer2.0.downsample.0.weight,128x64x1x1,5.69944251020883,63.9999999979918,250
6,spectral,layer2.1.conv1.weight,128x128x3x3,13.593141514424564,127.99999995487224,250
6,spectral,layer2.1.conv2.weight,128x128x3x3,10.543726963328037,127.99999995600409,250
6,spectral,layer3.0.conv1.weight,256x128x3x3,14.48003846131436,255.9999999044888,250
6,spectral,layer3.0.conv2.weight,256x256x3x3,16.676034966096314,255.99999990304156,250
6,spectral,layer3.0.downsample.0.weight,256x128x1x1,7.811382514535127,127.99999994622758,250
6,spectral,layer3.1.conv1.weight,256x256x3x3,16.506280939961346,255.9999998966006,250
6,spectral,layer3.1.conv2.weight,256x256x3x3,12.937612052072382,255.9999998904152,250
6,spectral,layer4.0.conv1.weight,512x256x3x3,14.849995436731637,511.9999995345522,250
6,spectral,layer4.0.conv2.weight,512x512x3x3,19.57356825103079,511.9999994457024,250
6,spectral,layer4.0.downsample.0.weight,512x256x1x1,8.50082620227035,255.9999998989535,250
6,spectral,layer4.1.conv1.weight,512x512x3x3,18.683501283327896,511.99999951419073,250
6,spectral,layer4.1.conv2.weight,512x512x3x3,18.94698578532261,511.99999948041415,250
6,spectral,fc.weight,100x512,9.737718614571838,99.99999999567004,250
7,frobenius,conv1.weight,64x3x3x3,3.429620810714517,3.4296232462145806,250
7,frobenius,layer1.0.conv1.weight,64x64x3x3,12.4987922475703,12.4988051458073,250
7,frobenius,layer1.0.conv2.weight,64x64x3x3,19.668786191513075,19.668808559470072,250
7,frobenius,layer1.1.conv1.weight,64x64x3x3,16.721044357848115,16.72101987667524,250
7,frobenius,layer1.1.conv2.weight,64x64x3x3,17.990337178449362,17.990442942318637,250
7,frobenius,layer2.0.conv1.weight,128x64x3x3,19.762676947536587,19.762722710639448,250
7,frobenius,layer2.0.conv2.weight,128x128x3x3,30.5693872906103,30.568778171360986,250
7,frobenius,layer2.0.downsample.0.weight,128x64x1x1,11.736408971830718,11.736349772760153,250
7,frobenius,layer2.1.conv1.weight,128x128x3x3,29.45198921271362,29.452055500297124,250
7,frobenius,layer2.1.conv2.weight,128x128x3x3,24.858239924629174,24.858063145924262,250
